state,area_nr,area_name,total_n,germans_n,foreigner_n,for_prop,pop_move_n,pop_migr_background_n,income,unemp_n,unemp_prop,votes_total,afd_votes,afd_prop,east,east_num,state_id,Genieser,Harmoniesuchende,Hedonisten,Selbstbestimmte,Werschätzenden,type_unknown,Konformisten,Verantwortungsverweiterer
Berlin,75,Berlin-Mitte,354.3,250,104.30000000000001,29.4,4145.3099999999995,85.3863,18594,33.3042,9.4,149420,12319,0.08244545576228082,yes,1,3,NA,0.5,NA,NA,0.5,NA,NA,NA
Berlin,76,Berlin-Pankow,314,283,31,9.9,3673.7999999999997,75.674,18594,29.516,9.4,186409,23291,0.12494568395302802,yes,1,3,NA,0.5,NA,NA,0.5,NA,NA,NA
Berlin,77,Berlin-Reinickendorf,252.1,216.7,35.400000000000006,14.1,2949.5699999999997,60.756100000000004,18594,23.697400000000002,9.4,134913,18484,0.1370068117972323,yes,1,3,NA,0.5,NA,NA,0.5,NA,NA,NA
Berlin,78,Berlin-Spandau – Charlottenburg Nord,262.4,222.2,40.19999999999999,15.3,3070.0799999999995,63.2384,18594,24.665599999999998,9.4,130658,18469,0.14135376325980806,yes,1,3,NA,0.5,NA,NA,0.5,NA,NA,NA
Berlin,79,Berlin-Steglitz-Zehlendorf,286.5,258.7,27.80000000000001,9.7,3352.0499999999997,69.04650000000001,18594,26.930999999999997,9.4,178717,15879,0.08884996950485964,yes,1,3,NA,0.5,NA,NA,0.5,NA,NA,NA
Berlin,80,Berlin-Charlottenburg-Wilmersdorf,277.7,227.2,50.5,18.2,3249.0899999999997,66.92569999999999,18594,26.1038,9.4,156816,12418,0.07918834812774207,yes,1,3,NA,0.5,NA,NA,0.5,NA,NA,NA
Berlin,81,Berlin-Tempelhof-Schöneberg,333.7,279.2,54.5,16.3,3904.2899999999995,80.4217,18594,31.367800000000003,9.4,179097,17122,0.09560182470951495,yes,1,3,NA,0.5,NA,NA,0.5,NA,NA,NA
Berlin,82,Berlin-Neukölln,318.7,246.2,72.5,22.7,3728.7899999999995,76.8067,18594,29.957800000000002,9.4,140810,15666,0.11125630281940203,yes,1,3,NA,0.5,NA,NA,0.5,NA,NA,NA
Berlin,83,Berlin-Friedrichshain-Kreuzberg – Prenzlauer Berg Ost,339.8,273.3,66.5,19.6,3975.66,81.89180000000002,18594,31.941200000000002,9.4,171840,10865,0.0632274208566108,yes,1,3,NA,0.5,NA,NA,0.5,NA,NA,NA
Berlin,84,Berlin-Treptow-Köpenick,251.2,237.1,14.099999999999994,5.6,2939.0399999999995,60.5392,18594,23.612800000000004,9.4,155337,26259,0.16904536588192123,yes,1,3,NA,0.5,NA,NA,0.5,NA,NA,NA
Berlin,85,Berlin-Marzahn-Hellersdorf,256.3,239.4,16.900000000000006,6.6,2998.71,61.76830000000001,18594,24.092200000000002,9.4,136924,29600,0.21617831789898045,yes,1,3,NA,0.5,NA,NA,0.5,NA,NA,NA
Berlin,86,Berlin-Lichtenberg,273.3,241.4,31.900000000000006,11.7,3197.61,65.8653,18594,25.6902,9.4,146900,24585,0.16735874744724302,yes,1,3,NA,0.5,NA,NA,0.5,NA,NA,NA
Nordrhein-Westfalen,87,Aachen I,245.9,207.3,38.599999999999994,15.7,2606.54,60.491400000000006,19652,20.1638,8.2,139784,8269,0.059155554283752076,no,0,10,0.1,0.1,0.1,0.2,0.2,NA,0.1,0.2
Nordrhein-Westfalen,88,Aachen II,308,274.4,33.60000000000002,10.9,4589.2,75.768,19652,25.256,8.2,171601,14848,0.08652630229427567,no,0,10,0.15384615384615385,0.15384615384615385,0.11965811965811966,0.1623931623931624,0.11965811965811966,0.008547008547008548,0.15384615384615385,0.1282051282051282
Nordrhein-Westfalen,89,Heinsberg,252.5,225.4,27.099999999999994,10.8,3939,52.015,18979,15.15,6,140891,12312,0.08738670319608775,no,0,10,0.19607843137254902,0.0392156862745098,0.11764705882352941,0.11764705882352941,0.27450980392156865,0.0196078431372549,0.17647058823529413,0.058823529411764705
Nordrhein-Westfalen,90,Düren,262.8,237.4,25.400000000000006,9.7,4651.56,50.19480000000001,20228,18.9216,7.2,150136,14432,0.09612617893110247,no,0,10,0.20618556701030927,0.1958762886597938,0.14432989690721648,0.18556701030927836,0.17525773195876287,NA,0.041237113402061855,0.05154639175257732
Nordrhein-Westfalen,91,Rhein-Erft-Kreis I,336.1,297.2,38.900000000000034,11.6,5680.09,73.94200000000001,21542,23.8631,7.1,189879,18091,0.09527646553857984,no,0,10,0.14953271028037382,0.1308411214953271,0.08878504672897196,0.09345794392523364,0.09345794392523364,NA,0.3598130841121495,0.08411214953271028
Nordrhein-Westfalen,92,Euskirchen – Rhein-Erft-Kreis II,321.7,293.4,28.30000000000001,8.8,5758.429999999999,59.5145,21000,19.9454,6.2,186199,18324,0.0984108400152525,no,0,10,0.11904761904761904,0.11904761904761904,0.10317460317460317,0.18253968253968253,0.19047619047619047,0.015873015873015872,0.1349206349206349,0.1349206349206349
Nordrhein-Westfalen,93,Köln I,291.4,228.8,62.599999999999966,21.4,2943.14,94.12219999999999,20799,24.768999999999995,8.5,138631,12282,0.08859490301591996,no,0,10,0.24444444444444444,0.15555555555555556,0.15555555555555556,0.08888888888888889,0.1111111111111111,NA,0.08888888888888889,0.15555555555555556
Nordrhein-Westfalen,94,Köln II,316.9,275.1,41.799999999999955,13.3,3200.6899999999996,102.35869999999998,20799,26.936499999999995,8.5,197078,9964,0.05055866205258831,no,0,10,0.24444444444444444,0.15555555555555556,0.15555555555555556,0.08888888888888889,0.1111111111111111,NA,0.08888888888888889,0.15555555555555556
