state,area_nr,area_name,total_n,germans_n,foreigner_n,for_prop,pop_move_n,pop_migr_background_n,income,unemp_n,unemp_prop,votes_total,afd_votes,afd_prop,east,east_num,state_id,Genieser,Harmoniesuchende,Hedonisten,Selbstbestimmte,Werschätzenden,type_unknown,Konformisten,Verantwortungsverweiterer
Nordrhein-Westfalen,95,Köln III,304.5,245.3,59.19999999999999,19.4,3075.45,98.35349999999998,20799,25.8825,8.5,149523,11731,0.0784561572467112,no,0,10,0.24444444444444444,0.15555555555555556,0.15555555555555556,0.08888888888888889,0.1111111111111111,NA,0.08888888888888889,0.15555555555555556
Nordrhein-Westfalen,96,Bonn,318.8,272.2,46.60000000000002,14.6,4240.04,98.82800000000002,23005,21.3596,6.7,179207,13130,0.07326722728464848,no,0,10,0.08333333333333333,0.08333333333333333,0.2222222222222222,0.2222222222222222,0.05555555555555555,NA,0.19444444444444445,0.1388888888888889
Nordrhein-Westfalen,97,Rhein-Sieg-Kreis I,312.8,282.4,30.400000000000034,9.7,5348.880000000001,69.12880000000001,22669,16.265600000000003,5.2,182749,18238,0.09979808371044438,no,0,10,0.1638418079096045,0.15819209039548024,0.13559322033898305,0.11299435028248588,0.15254237288135594,0.005649717514124294,0.0903954802259887,0.1807909604519774
Nordrhein-Westfalen,98,Rhein-Sieg-Kreis II,283.4,258,25.399999999999977,8.9,5781.359999999999,62.631400000000006,22669,14.736799999999999,5.2,173161,15225,0.08792395516311409,no,0,10,0.17061611374407584,0.15639810426540285,0.0947867298578199,0.18009478672985782,0.16587677725118483,NA,0.09004739336492891,0.14218009478672985
Nordrhein-Westfalen,99,Oberbergischer Kreis,273.5,249.6,23.900000000000006,8.7,3664.9,73.5715,22192,15.0425,5.5,155033,16409,0.1058419820296324,no,0,10,0.20618556701030927,0.17525773195876287,0.08247422680412371,0.12371134020618557,0.13402061855670103,NA,0.07216494845360824,0.20618556701030927
Nordrhein-Westfalen,100,Rheinisch-Bergischer Kreis,282.7,258.4,24.30000000000001,8.6,4014.3399999999997,53.99570000000001,24567,17.8101,6.3,172947,13814,0.07987418110750692,no,0,10,0.17567567567567569,0.16891891891891891,0.12162162162162163,0.08108108108108109,0.13513513513513514,NA,0.13513513513513514,0.18243243243243243
Nordrhein-Westfalen,101,Leverkusen – Köln IV,311.3,257.2,54.10000000000002,17.4,3735.6000000000004,100.2386,20442,26.460500000000003,8.5,153667,14984,0.09750954987082458,no,0,10,0.30434782608695654,0.14492753623188406,0.13043478260869565,0.11594202898550725,0.10144927536231885,NA,0.10144927536231885,0.10144927536231885
Nordrhein-Westfalen,102,Wuppertal I,308.6,252.8,55.80000000000001,18,4567.280000000001,98.13480000000001,20746,29.6256,9.6,148559,16434,0.11062271555408962,no,0,10,NA,NA,NA,1,NA,NA,NA,NA
Nordrhein-Westfalen,103,Solingen – Remscheid – Wuppertal II,309.6,266.1,43.5,14.1,4024.8,91.95120000000001,22492,27.554400000000005,8.9,162468,16221,0.09984119949774725,no,0,10,0.14285714285714285,NA,0.07142857142857142,0.2857142857142857,0.07142857142857142,NA,0.21428571428571427,0.21428571428571427
Nordrhein-Westfalen,104,Mettmann I,266.9,239.4,27.49999999999997,10.3,3736.5999999999995,65.12359999999998,24519,17.081599999999998,6.4,159165,15053,0.09457481230169949,no,0,10,0.16477272727272727,0.125,0.10795454545454546,0.14772727272727273,0.1590909090909091,NA,0.1875,0.10795454545454546
Nordrhein-Westfalen,105,Mettmann II,216.4,190.8,25.599999999999994,11.8,3570.6,52.8016,24519,13.8496,6.4,124443,11926,0.09583504094243951,no,0,10,0.1896551724137931,0.10344827586206896,0.1896551724137931,0.20689655172413793,0.08620689655172414,NA,0.1206896551724138,0.10344827586206896
Nordrhein-Westfalen,106,Düsseldorf I,324,263,61,18.8,3628.7999999999997,106.596,24128,24.948,7.7,171910,12029,0.06997266011284975,no,0,10,0.16666666666666666,NA,0.16666666666666666,0.3333333333333333,NA,NA,0.3333333333333333,NA
Nordrhein-Westfalen,107,Düsseldorf II,288.2,234.6,53.599999999999994,18.6,3227.8399999999997,94.81779999999999,24128,22.191399999999998,7.7,142546,12968,0.09097414168058031,no,0,10,0.16666666666666666,NA,0.16666666666666666,0.3333333333333333,NA,NA,0.3333333333333333,NA
Nordrhein-Westfalen,108,Neuss I,295.7,257.7,38,12.8,5854.86,68.011,23689,16.8549,5.7,158773,14893,0.09380058322258822,no,0,10,0.0851063829787234,0.1276595744680851,0.1276595744680851,0.06382978723404255,0.11702127659574468,NA,0.2978723404255319,0.18085106382978725
Nordrhein-Westfalen,109,Mönchengladbach,260,225.9,34.099999999999994,13.1,3848,67.08,20705,25.74,9.9,130836,12373,0.09456877312054786,no,0,10,0.42857142857142855,NA,0.14285714285714285,0.14285714285714285,NA,NA,0.2857142857142857,NA
Nordrhein-Westfalen,110,Krefeld I – Neuss II,269.4,239.9,29.49999999999997,10.9,4229.579999999999,67.88879999999999,22513,21.013199999999998,7.8,154179,12104,0.07850615194027721,no,0,10,0.19791666666666666,0.08333333333333333,0.15625,0.1875,0.14583333333333334,NA,0.0625,0.16666666666666666
Nordrhein-Westfalen,111,Viersen,297.7,271.5,26.19999999999999,8.8,3602.1699999999996,50.0136,21988,19.945899999999998,6.7,172016,12841,0.07465003255511116,no,0,10,0.1686746987951807,0.26506024096385544,0.12048192771084337,0.08433734939759036,0.0963855421686747,0.012048192771084338,0.10843373493975904,0.14457831325301204
Nordrhein-Westfalen,112,Kleve,310.3,269.1,41.19999999999999,13.3,6609.39,56.78490000000001,19649,19.8592,6.4,167653,11621,0.06931578915975259,no,0,10,0.16853932584269662,0.25842696629213485,0.16853932584269662,0.1348314606741573,0.12359550561797752,0.02247191011235955,0.07865168539325842,0.0449438202247191
Nordrhein-Westfalen,113,Wesel I,263.5,244.3,19.19999999999999,7.3,4268.7,50.065,20936,18.7085,7.1,159095,14325,0.09004054181463905,no,0,10,0.22935779816513763,0.12844036697247707,0.08256880733944955,0.14678899082568808,0.13761467889908258,NA,0.13761467889908258,0.13761467889908258
Nordrhein-Westfalen,114,Krefeld II – Wesel II,241.8,212.7,29.100000000000023,12.1,3892.9800000000005,56.0976,20940,21.0366,8.7,132412,12172,0.09192520315379271,no,0,10,0.3333333333333333,0.1388888888888889,0.16666666666666666,0.1388888888888889,0.05555555555555555,NA,0.027777777777777776,0.1388888888888889
Nordrhein-Westfalen,115,Duisburg I,243,203.7,39.30000000000001,16.3,3353.4,75.81599999999999,16761,31.833,13.1,119621,13549,0.11326606532297841,no,0,10,0.06666666666666667,NA,NA,0.13333333333333333,0.2,NA,0.2,0.4
Nordrhein-Westfalen,116,Duisburg II,248.2,200,48.19999999999999,19.3,3425.16,77.43839999999999,16761,32.514199999999995,13.1,101888,15719,0.15427724560301506,no,0,10,0.06666666666666667,NA,NA,0.13333333333333333,0.2,NA,0.2,0.4
Nordrhein-Westfalen,117,Oberhausen – Wesel III,278.4,245.1,33.29999999999998,12,3145.92,62.36159999999999,18676,27.84,10,148852,18559,0.12468089108644828,no,0,10,0.20754716981132076,0.1320754716981132,0.18867924528301888,0.11320754716981132,0.11320754716981132,NA,0.05660377358490566,0.18867924528301888
Nordrhein-Westfalen,118,Mülheim – Essen I,252.4,221.9,30.5,12.1,4442.240000000001,60.3236,21940,23.7256,9.4,141660,16200,0.11435832274459974,no,0,10,0.06060606060606061,0.12121212121212122,0.15151515151515152,0.18181818181818182,0.12121212121212122,NA,0.12121212121212122,0.24242424242424243
Nordrhein-Westfalen,119,Essen II,246.2,200.5,45.69999999999999,18.5,4530.079999999999,60.318999999999996,20046,29.2978,11.9,109215,16339,0.14960399212562378,no,0,10,0.037037037037037035,0.14814814814814814,0.14814814814814814,0.18518518518518517,0.1111111111111111,NA,0.1111111111111111,0.25925925925925924
Nordrhein-Westfalen,120,Essen III,253.3,226.7,26.600000000000023,10.6,4660.72,62.0585,20046,30.142700000000005,11.9,152409,12735,0.08355805759502391,no,0,10,0.037037037037037035,0.14814814814814814,0.14814814814814814,0.18518518518518517,0.1111111111111111,NA,0.1111111111111111,0.25925925925925924
Nordrhein-Westfalen,121,Recklinghausen I,217.9,197.2,20.700000000000017,9.5,2331.5299999999997,43.797900000000006,19382,22.879500000000004,10.5,122884,14776,0.12024348165749812,no,0,10,0.12244897959183673,0.08163265306122448,0.12244897959183673,0.16326530612244897,0.2653061224489796,NA,0.14285714285714285,0.10204081632653061
Nordrhein-Westfalen,122,Recklinghausen II,249,224.2,24.80000000000001,10,3137.4,50.04900000000001,19382,26.145,10.5,139515,17386,0.12461742464967925,no,0,10,0.21311475409836064,0.06557377049180328,0.11475409836065574,0.16393442622950818,0.06557377049180328,NA,0.26229508196721313,0.11475409836065574
Nordrhein-Westfalen,123,Gelsenkirchen,260.4,216.1,44.29999999999998,17,3619.56,76.5576,16135,36.71639999999999,14.1,118066,20113,0.17035386986939507,no,0,10,NA,NA,NA,NA,NA,NA,1,NA
Nordrhein-Westfalen,124,Steinfurt I – Borken I,272.2,245.2,27,9.9,3565.8199999999997,42.4632,20497,11.9768,4.4,153570,9718,0.06328058865663867,no,0,10,0.0975609756097561,0.12195121951219512,0.07317073170731707,0.14634146341463414,0.0975609756097561,0.12195121951219512,0.21951219512195122,0.12195121951219512
Nordrhein-Westfalen,125,Bottrop – Recklinghausen III,268,242.8,25.19999999999999,9.4,3644.7999999999997,57.62,19296,25.46,9.5,150528,18719,0.12435560161564625,no,0,10,0.10526315789473684,0.15789473684210525,0.10526315789473684,0.21052631578947367,0.21052631578947367,NA,0.15789473684210525,0.05263157894736842
Nordrhein-Westfalen,126,Borken II,260.3,242.4,17.900000000000006,6.9,3383.9,38.2641,20527,10.1517,3.9,157053,9401,0.05985877378973977,no,0,10,0.11764705882352941,0.0784313725490196,0.13725490196078433,0.21568627450980393,0.058823529411764705,0.058823529411764705,0.19607843137254902,0.13725490196078433
Nordrhein-Westfalen,127,Coesfeld – Steinfurt II,244.8,231.2,13.600000000000023,5.6,2986.56,29.131200000000003,21996,8.0784,3.3,155826,9506,0.06100394029237739,no,0,10,0.23809523809523808,0.10884353741496598,0.09523809523809523,0.12244897959183673,0.09523809523809523,0.006802721088435374,0.14965986394557823,0.1836734693877551
Nordrhein-Westfalen,128,Steinfurt III,254.1,234.8,19.299999999999983,7.6,4091.01,41.1642,20477,12.196799999999998,4.8,151387,10341,0.06830837522376426,no,0,10,0.0784313725490196,0.11764705882352941,0.058823529411764705,0.09803921568627451,0.23529411764705882,0.13725490196078433,0.1568627450980392,0.11764705882352941
Nordrhein-Westfalen,129,Münster,310,280.7,29.30000000000001,9.5,7099,63.24,22127,17.05,5.5,190122,9392,0.04939985903788094,no,0,10,0.25,0.125,0.0625,0.125,NA,NA,0.25,0.1875
Nordrhein-Westfalen,130,Warendorf,277.4,252.9,24.49999999999997,8.9,4271.96,58.531400000000005,22079,15.811799999999998,5.7,162139,12024,0.07415859231893622,no,0,10,0.12,0.12,0.18,0.16,0.12,0.06,0.18,0.06
Nordrhein-Westfalen,131,Gütersloh I,322.1,284.4,37.700000000000045,11.7,5507.910000000001,86.3228,23294,15.138700000000002,4.7,175031,15082,0.08616759316921002,no,0,10,0.09090909090909091,0.13636363636363635,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.3181818181818182,0.09090909090909091,0.09090909090909091
Nordrhein-Westfalen,132,Bielefeld – Gütersloh II,344.5,299.9,44.60000000000002,12.9,3617.25,112.65150000000001,21228,29.627,8.6,184603,16478,0.08926182131384647,no,0,10,NA,NA,NA,0.5,NA,0.5,NA,NA
Nordrhein-Westfalen,133,Herford – Minden-Lübbecke II,301.1,275.9,25.200000000000045,8.4,4486.39,77.3827,22131,17.1627,5.7,167031,18097,0.10834515748573618,no,0,10,0.16666666666666666,NA,NA,0.16666666666666666,NA,0.6666666666666666,NA,NA
Nordrhein-Westfalen,134,Minden-Lübbecke I,264.1,246.5,17.600000000000023,6.7,3908.6800000000007,63.1199,21652,13.997300000000001,5.3,149668,15825,0.10573402464120586,no,0,10,0.07142857142857142,NA,NA,0.21428571428571427,0.07142857142857142,0.5714285714285714,0.07142857142857142,NA
Nordrhein-Westfalen,135,Lippe I,221.4,204.2,17.200000000000017,7.8,4760.1,58.006800000000005,22582,15.2766,6.9,127537,14147,0.11092467284003858,no,0,10,0.125,0.16666666666666666,0.041666666666666664,0.20833333333333334,0.20833333333333334,0.20833333333333334,0.041666666666666664,NA
Nordrhein-Westfalen,136,Höxter – Lippe II,273.4,254.8,18.599999999999966,6.8,3909.62,59.054399999999994,21226,16.1306,5.9,158102,15192,0.09608986603585028,no,0,10,0.12,0.04,NA,0.12,0.12,0.44,0.04,0.12
Nordrhein-Westfalen,137,Paderborn – Gütersloh III,331.4,303.9,27.5,8.3,5567.5199999999995,93.1234,20240,19.2212,5.8,185897,18483,0.09942602624033739,no,0,10,0.13636363636363635,0.13636363636363635,0.09090909090909091,0.045454545454545456,0.09090909090909091,0.3181818181818182,0.13636363636363635,0.045454545454545456
Nordrhein-Westfalen,138,Hagen – Ennepe-Ruhr-Kreis I,287.6,246.8,40.80000000000001,14.2,4572.84,81.1032,21467,27.034400000000005,9.4,148785,17622,0.11843935880633129,no,0,10,0.3125,0.075,0.075,0.175,0.15,NA,0.1125,0.1
Nordrhein-Westfalen,139,Ennepe-Ruhr-Kreis II,227.4,207.7,19.700000000000017,8.6,3229.08,44.57040000000001,24236,14.781,6.5,136424,13190,0.09668386794112473,no,0,10,0.28735632183908044,0.1724137931034483,0.13793103448275862,0.11494252873563218,0.12643678160919541,NA,0.11494252873563218,0.04597701149425287
Nordrhein-Westfalen,140,Bochum I,276.2,244.7,31.5,11.3,3286.7799999999997,64.907,19422,27.3438,9.9,155734,15189,0.09753168864859312,no,0,10,0.3333333333333333,NA,0.1111111111111111,0.1111111111111111,0.1111111111111111,NA,NA,0.3333333333333333
Nordrhein-Westfalen,141,Herne – Bochum II,244.4,214,30.400000000000006,12.5,3128.32,63.7884,18311,28.105999999999998,11.5,126558,16994,0.13427835458841006,no,0,10,0.27586206896551724,0.034482758620689655,0.13793103448275862,0.1724137931034483,0.06896551724137931,NA,0.034482758620689655,0.27586206896551724
Nordrhein-Westfalen,142,Dortmund I,283.8,248.1,35.70000000000002,12.7,3150.18,82.0182,18206,32.637,11.5,154923,15197,0.09809389180431569,no,0,10,0.125,0.15625,0.28125,0.03125,0.03125,NA,0.09375,0.28125
Nordrhein-Westfalen,143,Dortmund II,302.4,246.1,56.29999999999998,18.5,3356.6399999999994,87.39359999999999,18206,34.775999999999996,11.5,142416,15510,0.10890630266262218,no,0,10,0.125,0.15625,0.28125,0.03125,0.03125,NA,0.09375,0.28125
Nordrhein-Westfalen,144,Unna I,253.6,232,21.599999999999994,8.5,3017.84,58.83519999999999,20283,20.7952,8.2,149581,14690,0.09820766006377815,no,0,10,0.19047619047619047,0.1111111111111111,0.1111111111111111,0.11904761904761904,0.0873015873015873,NA,0.16666666666666666,0.21428571428571427
Nordrhein-Westfalen,145,Hamm – Unna II,321.8,283.7,38.10000000000002,11.8,6242.92,85.277,18884,28.640200000000004,8.9,169703,19067,0.1123551145236089,no,0,10,0.13513513513513514,0.0945945945945946,0.13513513513513514,0.04054054054054054,0.17567567567567569,NA,0.28378378378378377,0.13513513513513514
Nordrhein-Westfalen,146,Soest,303,275.9,27.100000000000023,8.9,7605.3,61.812,21376,18.18,6,173076,16165,0.09339827590191592,no,0,10,0.2571428571428571,0.17142857142857143,0.05714285714285714,0.14285714285714285,0.17142857142857143,0.17142857142857143,NA,0.02857142857142857
Nordrhein-Westfalen,147,Hochsauerlandkreis,263.8,242.7,21.100000000000023,8,3376.6400000000003,45.901199999999996,22750,12.6624,4.8,152814,12216,0.07994031960422475,no,0,10,NA,NA,NA,0.04,0.08,0.24,0.12,0.52
Nordrhein-Westfalen,148,Siegen-Wittgenstein,280.8,253.3,27.5,9.8,5700.240000000001,56.721599999999995,23366,15.163200000000002,5.4,160964,17160,0.10660768867572873,no,0,10,0.11764705882352941,0.058823529411764705,0.11764705882352941,0.11764705882352941,0.058823529411764705,0.4117647058823529,NA,0.11764705882352941
Nordrhein-Westfalen,149,Olpe – Märkischer Kreis I,280.6,250,30.600000000000023,10.9,3142.7200000000003,64.8186,25863,15.433000000000002,5.5,151288,13847,0.09152741790492307,no,0,10,0.11428571428571428,0.05714285714285714,NA,0.2,0.2,0.14285714285714285,0.11428571428571428,0.17142857142857143
Nordrhein-Westfalen,150,Märkischer Kreis II,272,241,31,11.4,2312,76.16,24680,18.224,6.7,144207,16682,0.11568093088407637,no,0,10,0.11538461538461539,0.11538461538461539,0.038461538461538464,0.19230769230769232,0.07692307692307693,0.15384615384615385,0.2692307692307692,0.038461538461538464
Sachsen,151,Nordsachsen,197.6,192.1,5.5,2.8,1679.6,5.3351999999999995,18348,16.598399999999998,8.4,116556,31302,0.26855760321218985,yes,1,13,NA,NA,NA,NA,NA,1,NA,NA
Sachsen,152,Leipzig I,275.2,254.8,20.399999999999977,7.4,7540.48,22.2912,16542,22.841600000000003,8.3,159937,33289,0.20813820441798958,yes,1,13,NA,NA,NA,NA,NA,1,NA,NA
Sachsen,153,Leipzig II,285.2,263.7,21.5,7.5,7814.48,23.1012,16542,23.6716,8.3,173798,27769,0.15977744277839792,yes,1,13,NA,NA,NA,NA,NA,1,NA,NA
Sachsen,154,Leipzig-Land,258.4,253.1,5.299999999999983,2,2248.0799999999995,7.235199999999999,19319,17.054399999999998,6.6,159392,42824,0.26867094960851234,yes,1,13,NA,NA,NA,NA,NA,0.96875,NA,0.03125
Sachsen,155,Meißen,245.2,238.6,6.599999999999994,2.7,2697.2,8.0916,19013,17.6544,7.2,150919,49618,0.3287723878371842,yes,1,13,0.03125,0.0625,NA,0.0625,NA,0.75,0.0625,0.03125
Sachsen,156,Bautzen I,259.3,254.1,5.200000000000017,2,1063.1299999999999,8.297600000000001,18623,17.8917,6.9,158833,52040,0.3276397222239711,yes,1,13,NA,NA,NA,NA,NA,1,NA,NA
Sachsen,157,Görlitz,260,251,9,3.5,1950,11.7,17483,26.52,10.2,153713,50553,0.3288791448999109,yes,1,13,NA,0.017543859649122806,0.017543859649122806,0.03508771929824561,0.05263157894736842,0.8421052631578947,0.03508771929824561,NA
Sachsen,158,Sächsische Schweiz-Osterzgebirge,247.4,240.8,6.599999999999994,2.7,2894.58,7.174600000000001,18735,15.8336,6.4,154371,54746,0.3546391485447396,yes,1,13,0.023255813953488372,0.046511627906976744,0.023255813953488372,0.023255813953488372,0.06976744186046512,0.7209302325581395,0.023255813953488372,0.06976744186046512
Sachsen,159,Dresden I,294.4,274.2,20.19999999999999,6.8,3621.12,21.4912,17638,20.902399999999997,7.1,181068,41796,0.23083040625621312,yes,1,13,NA,NA,NA,NA,NA,1,NA,NA
Sachsen,160,Dresden II – Bautzen II,296.4,284.8,11.599999999999966,4,3319.6799999999994,19.562399999999997,17797,20.747999999999998,7,185136,43119,0.23290445942442312,yes,1,13,NA,NA,NA,NA,NA,1,NA,NA
Sachsen,161,Mittelsachsen,246.8,239,7.800000000000011,3.2,1801.64,6.4168,18604,16.042,6.5,148887,46521,0.31245844163694614,yes,1,13,NA,NA,NA,NA,NA,1,NA,NA
Sachsen,162,Chemnitz,248.6,231.5,17.099999999999994,6.9,6140.42,16.159,18611,20.385199999999998,8.2,145888,35456,0.243035753454705,yes,1,13,1,NA,NA,NA,NA,NA,NA,NA
Sachsen,163,Chemnitzer Umland – Erzgebirgskreis II,219.2,216.5,2.6999999999999886,1.2,745.28,5.48,18445,14.0288,6.4,137168,36741,0.2678540184299545,yes,1,13,NA,0.075,NA,NA,0.025,0.9,NA,NA
Sachsen,164,Erzgebirgskreis I,267.5,261.6,5.899999999999977,2.2,26.75,4.815,18124,16.585,6.2,163962,47948,0.29243361266634954,yes,1,13,NA,0.020833333333333332,NA,NA,NA,0.9791666666666666,NA,NA
Sachsen,165,Zwickau,251.1,243.7,7.400000000000006,3,1707.48,7.7841,18656,16.0704,6.4,148817,38955,0.26176444895408457,yes,1,13,NA,NA,NA,NA,NA,1,NA,NA
Sachsen,166,Vogtlandkreis,232.3,226.4,5.900000000000006,2.5,1835.17,8.130500000000001,18566,15.564100000000002,6.7,140831,37218,0.2642742009926792,yes,1,13,NA,NA,NA,NA,0.05128205128205128,0.9487179487179487,NA,NA
Hessen,167,Waldeck,235,219.9,15.099999999999994,6.5,3783.5000000000005,37.365,21290,10.34,4.4,140730,16410,0.11660626732040076,no,0,7,NA,0.06060606060606061,NA,0.030303030303030304,NA,0.8787878787878788,NA,0.030303030303030304
Hessen,168,Kassel,299.3,263.2,36.10000000000002,12,4459.570000000001,73.9271,19633,21.8489,7.3,165395,17286,0.10451343752834125,no,0,7,0.22727272727272727,0.09090909090909091,0.045454545454545456,0.36363636363636365,NA,0.2727272727272727,NA,NA
Hessen,169,Werra-Meißner – Hersfeld-Rotenburg,221.9,207.2,14.700000000000017,6.6,3727.92,31.066,19842,11.538800000000002,5.2,131063,17173,0.13102858930438033,no,0,7,0.047619047619047616,0.023809523809523808,NA,NA,0.09523809523809523,0.7380952380952381,0.047619047619047616,0.047619047619047616
Hessen,170,Schwalm-Eder,237.4,224,13.400000000000006,5.7,2350.26,34.8978,20606,11.395199999999999,4.8,143054,18504,0.12934975603618215,no,0,7,0.07317073170731707,NA,0.024390243902439025,NA,0.04878048780487805,0.8292682926829268,NA,0.024390243902439025
Hessen,171,Marburg,245.2,220.8,24.399999999999977,10,4143.879999999999,46.3428,19718,9.808,4,140784,16127,0.11455136947380384,no,0,7,0.043478260869565216,0.08695652173913043,0.13043478260869565,NA,NA,0.6956521739130435,0.043478260869565216,NA
Hessen,172,Lahn-Dill,275.4,250.9,24.49999999999997,8.9,2919.24,61.13879999999999,21649,15.422399999999998,5.6,152795,20930,0.13698092215059393,no,0,7,0.13333333333333333,0.06666666666666667,NA,0.06666666666666667,0.03333333333333333,0.6333333333333333,0.03333333333333333,0.03333333333333333
Hessen,173,Gießen,286.5,258.1,28.399999999999977,9.9,3352.0499999999997,63.603,19880,16.617,5.8,164311,20357,0.12389310514816415,no,0,7,0.13636363636363635,0.11363636363636363,0.06818181818181818,0.1590909090909091,0.045454545454545456,0.3409090909090909,0.06818181818181818,0.06818181818181818
Hessen,174,Fulda,271,251.9,19.099999999999994,7,4607,43.36,20727,9.214,3.4,158626,25134,0.1584481736915764,no,0,7,0.030303030303030304,NA,NA,0.030303030303030304,0.06060606060606061,0.8787878787878788,NA,NA
Hessen,175,Main-Kinzig – Wetterau II – Schotten,232.2,212.3,19.899999999999977,8.6,2879.2799999999997,52.245,21761,10.681199999999999,4.6,136022,20921,0.1538060019702695,no,0,7,0.12222222222222222,0.2111111111111111,0.044444444444444446,0.1111111111111111,0.15555555555555556,0.12222222222222222,0.08888888888888889,0.14444444444444443
Hessen,176,Hochtaunus,250.3,218.9,31.400000000000006,12.5,3579.2900000000004,57.3187,27206,10.012,4,144609,16132,0.11155598890802094,no,0,7,0.19090909090909092,0.13636363636363635,0.11818181818181818,0.13636363636363635,0.13636363636363635,0.03636363636363636,0.15454545454545454,0.09090909090909091
Hessen,177,Wetterau I,237.7,211,26.69999999999999,11.2,4135.98,45.4007,22008,10.696499999999999,4.5,137220,15895,0.11583588398192683,no,0,7,0.19736842105263158,0.13157894736842105,0.06578947368421052,0.18421052631578946,0.1513157894736842,0.019736842105263157,0.125,0.125
Hessen,178,Rheingau-Taunus – Limburg,294,262.7,31.30000000000001,10.6,3351.6,52.332,22673,14.112,4.8,171621,20364,0.11865680773331935,no,0,7,0.2018348623853211,0.1559633027522936,0.11926605504587157,0.1926605504587156,0.07339449541284404,0.045871559633027525,0.14678899082568808,0.06422018348623854
Hessen,179,Wiesbaden,276.2,227.9,48.29999999999998,17.5,745.74,93.3556,22243,20.162599999999998,7.3,138226,15496,0.11210626076136183,no,0,7,NA,NA,0.5,0.25,NA,NA,0.25,NA
Hessen,180,Hanau,254.2,213.2,41,16.1,3507.96,62.533199999999994,21744,11.9474,4.7,132320,18625,0.14075725513905682,no,0,7,0.2196969696969697,0.15151515151515152,0.10606060606060606,0.1590909090909091,0.12878787878787878,0.015151515151515152,0.06060606060606061,0.1590909090909091
Hessen,181,Main-Taunus,278,237.2,40.80000000000001,14.7,3753,71.446,26355,10.563999999999998,3.8,158860,16395,0.1032040790633262,no,0,7,0.20603015075376885,0.16080402010050251,0.07035175879396985,0.1507537688442211,0.1658291457286432,NA,0.19095477386934673,0.05527638190954774
Hessen,182,Frankfurt am Main I,365.1,250,115.10000000000002,31.4,5987.639999999999,161.37420000000003,20555,22.636200000000002,6.2,143049,13329,0.09317786213115785,no,0,7,0.28888888888888886,0.08888888888888889,0.1111111111111111,0.1111111111111111,0.06666666666666667,NA,0.1111111111111111,0.2222222222222222
Hessen,183,Frankfurt am Main II,367.6,277.4,90.20000000000005,24.6,6028.639999999999,162.47920000000002,20555,22.791200000000003,6.2,170775,13737,0.08043917435221783,no,0,7,0.28888888888888886,0.08888888888888889,0.1111111111111111,0.1111111111111111,0.06666666666666667,NA,0.1111111111111111,0.2222222222222222
Hessen,184,Groß-Gerau,266,213.4,52.599999999999994,19.8,5054,85.38600000000001,20066,15.427999999999999,5.8,131180,15943,0.12153529501448392,no,0,7,0.25210084033613445,0.16806722689075632,0.05042016806722689,0.1092436974789916,0.15966386554621848,0.008403361344537815,0.11764705882352941,0.13445378151260504
Hessen,185,Offenbach,355.2,267.8,87.39999999999998,24.6,6251.52,130.71359999999999,20901,23.443199999999997,6.6,161293,19051,0.11811423930362756,no,0,7,0.19724770642201836,0.12844036697247707,0.1743119266055046,0.13302752293577982,0.0871559633027523,NA,0.1743119266055046,0.10550458715596331
Hessen,186,Darmstadt,341.8,289.7,52.10000000000002,15.2,6425.84,91.9442,22135,17.773600000000002,5.2,190532,18685,0.0980675162177482,no,0,7,0.20212765957446807,0.10638297872340426,0.0851063829787234,0.1702127659574468,0.13829787234042554,0.0425531914893617,0.1276595744680851,0.1276595744680851
Hessen,187,Odenwald,319.2,279.7,39.5,12.4,5266.8,80.1192,22034,15.640800000000002,4.9,182234,22259,0.12214515403272715,no,0,7,0.1326530612244898,0.061224489795918366,0.09183673469387756,0.15306122448979592,0.09183673469387756,0.15306122448979592,0.20408163265306123,0.11224489795918367
Hessen,188,Bergstraße,266.9,236.1,30.799999999999983,11.5,3950.12,48.57579999999999,22341,10.142199999999999,3.8,154080,19931,0.1293548805815161,no,0,7,0.11688311688311688,0.18181818181818182,0.05194805194805195,0.2077922077922078,0.16883116883116883,0.14285714285714285,0.07792207792207792,0.05194805194805195
Thüringen,189,Eichsfeld – Nordhausen – Kyffhäuserkreis,263.8,256.5,7.300000000000011,2.8,2057.64,7.3864,17475,18.9936,7.2,155929,32854,0.21069845891399291,yes,1,16,0.006711409395973154,NA,NA,0.026845637583892617,NA,0.9664429530201343,NA,NA
Thüringen,190,Eisenach – Wartburgkreis – Unstrut-Hainich-Kreis,273.3,264.3,9,3.3,3088.2900000000004,8.199000000000002,18020,18.584400000000002,6.8,160880,35821,0.22265663848831427,yes,1,16,0.11851851851851852,0.022222222222222223,0.02962962962962963,0.11851851851851852,0.037037037037037035,0.6,0.044444444444444446,0.02962962962962963
Thüringen,191,Jena – Sömmerda – Weimarer Land I,255.8,244.2,11.600000000000023,4.5,2506.84,10.4878,17558,15.348000000000003,6,153336,30421,0.19839437574998695,yes,1,16,0.0658682634730539,0.017964071856287425,NA,0.0658682634730539,0.18562874251497005,0.49101796407185627,0.10179640718562874,0.0718562874251497
Thüringen,192,Gotha – Ilm-Kreis,246.5,235,11.5,4.6,3401.7000000000003,9.86,17733,15.283,6.2,145876,35093,0.24056733115796977,yes,1,16,NA,NA,NA,0.07865168539325842,0.0449438202247191,0.8764044943820225,NA,NA
