WAIC,pWAIC,dWAIC,weight,SE,dSE
106.04260001010715,12.777127699236521,0,0.999999995390112,11.32058717694753,NA
144.45127423934977,7.390080691755899,38.40867422924262,4.567329673999277e-9,12.131366923299963,13.003607651353407
153.80288971140516,4.837385235747839,47.76028970129801,4.255835788115982e-11,12.502854631741648,12.966050997801151
209.29458601876772,4.718685903713115,103.25198600866057,3.794164125957645e-23,13.542159198774415,13.852791348896442
209.5263533016873,2.4619715355633236,103.48375329158014,3.379002300190623e-23,16.394532607382942,16.671340016721736
