state,area_nr,area_name,total_n,germans_n,foreigner_n,for_prop,pop_move_n,pop_migr_background_n,income,unemp_n,unemp_prop,votes_total,afd_votes,afd_prop,east,east_num,state_id,enjoyer,harmony_seeker,hedonist,self_determined,appreciater,type_unknown,conformist,responsibility_denier,total_n_z,germans_n_z,foreigner_n_z,for_prop_z,pop_move_n_z,pop_migr_background_n_z,income_z,unemp_n_z,unemp_prop_z,votes_total_z,afd_votes_z,afd_prop_z,afd_prop_log
Niedersachsen,49,Salzgitter – Wolfenbüttel,265.2,243.9,21.299999999999983,8,4296.24,48.2664,19830,21.481199999999998,8.1,155710,19117,0.12277310384689487,no,0,9,0.05555555555555555,0.07407407407407407,0.05555555555555555,0.018518518518518517,NA,0.7592592592592593,0.037037037037037035,NA,-0.2543952876385431,-0.07099612450425495,-0.40845906846269364,-0.39026347010907825,0.3425834319380297,-0.16264277802902408,-0.5171374700318664,0.6931786314040999,0.8162638884907784,0.008425931273445987,-0.06431533179596241,-0.08809899637670483,-2.0974173113064523
Niedersachsen,50,Braunschweig,251.4,227,24.400000000000006,9.7,3192.7799999999997,53.7996,19803,15.3354,6.1,146548,12266,0.08369953871768977,no,0,9,NA,NA,NA,0.5,0.5,NA,NA,NA,-0.6188062704033939,-0.6710137139547524,-0.2425952681656321,-0.0751889436534805,-0.4354810694179212,0.02050612318040975,-0.5286766141300183,-0.205523369470283,-0.008272944815785095,-0.4492568620536857,-0.882053891559776,-0.8034697905229251,-2.4805218126406063
Niedersachsen,51,Helmstedt – Wolfsburg,241.9,218.9,23,9.5,3362.4100000000003,52.7342,21065,14.0302,5.8,136010,14862,0.10927137710462466,no,0,9,NA,NA,0.021739130434782608,NA,NA,0.9347826086956522,0.021739130434782608,0.021739130434782608,-0.8696689034661538,-0.9585961088984816,-0.3175015005578532,-0.11225653500119777,-0.3158726727700949,-0.014758613201526596,0.01067152853174873,-0.3963831194688583,-0.13195346981176956,-0.9756769969676033,-0.5721941190963604,-0.335292743607714,-2.2139207927093847
Niedersachsen,52,Goslar – Northeim – Osterode,255.2,238.2,17,6.7,3904.56,31.6448,20180,17.098399999999998,6.7,149522,15113,0.10107542702746085,no,0,9,0.09302325581395349,0.11627906976744186,0.046511627906976744,0.13953488372093023,0.06976744186046512,0.37209302325581395,0.09302325581395349,0.06976744186046512,-0.5184612171782903,-0.27336892094613924,-0.638528210810228,-0.6312028138692413,0.06640459093690713,-0.7128176815826142,-0.3675559724632306,0.052280598693590856,0.23908810517618417,-0.300692288013641,-0.5422346418666542,-0.4853467071018491,-2.2918882386068358
Niedersachsen,53,Göttingen,286.8,264.2,22.600000000000023,7.9,6539.040000000001,45.314400000000006,19554,17.208000000000002,6,169317,13443,0.07939545349846737,no,0,9,NA,0.058823529411764705,NA,NA,0.058823529411764705,0.38235294117647056,0.029411764705882353,0.47058823529411764,0.3159871201673116,0.6497350628238565,-0.3389032812413436,-0.4087972657829369,1.9240119056852678,-0.26035396800412836,-0.6350931652574193,0.06830743641949082,-0.049499786481113126,0.6881563142468449,-0.7415666218411935,-0.88227030056511635,-2.533314173093097
Bremen,54,Bremen I,352.6,302.9,49.700000000000045,14.1,3949.12,93.43900000000002,20582,34.55480000000001,9.8,185913,15716,0.08453416382931801,no,0,5,0.1111111111111111,NA,NA,0.3333333333333333,0.3333333333333333,NA,0.1111111111111111,0.1111111111111111,2.053540936538849,2.0237398386661187,1.111067360065217,0.7402980659963023,0.09782444682694495,1.3325701285663047,-0.1957509381129688,2.6049347052482443,1.517120196801358,1.517200588210726,-0.47026028023512895,-0.7881892184290927,-2.4705995206561218
Bremen,55,Bremen II – Bremerhaven,318.8,266.5,52.30000000000001,16.4,6503.5199999999995,84.1632,19465,35.3868,11.1,145826,17604,0.12071921330901211,no,0,5,0.1,NA,NA,0.3,0.3,0.1,0.1,0.1,1.1609980946945029,0.7313942613881257,1.250178934507911,1.1665753664950522,1.8989662754964396,1.0255411800666177,-0.6731296032105867,2.726598290904706,2.0530691384506237,-0.48532398460140336,-0.244907718443554,-0.1257022532158507,-2.1142879812020596
Brandenburg,56,Prignitz – Ostprignitz-Ruppin – Havelland I,209.5,203.8,5.699999999999989,2.7,2011.1999999999998,6.704000000000001,17936,18.645500000000002,8.9,118408,22185,0.1873606513073441,yes,1,4,0.12875536480686695,0.26609442060085836,0.017167381974248927,0.0944206008583691,0.2017167381974249,0.1630901287553648,0.09012875536480687,0.03862660944206009,-1.725242515174935,-1.4947064994725943,-1.2431285151188678,-1.3725546408235894,-1.2686290344661915,-1.5383580768844731,-1.326587059731856,0.27851345130069843,1.146078621813404,-1.8549754610741491,0.3018825811153469,1.0943895983024527,-1.6747199029040147
Brandenburg,57,Uckermark – Barnim I,219.9,212.8,7.099999999999994,3.2,2726.76,9.015899999999998,18121,22.649700000000003,10.3,128039,26608,0.20781168237802544,yes,1,4,0.23076923076923078,0.16346153846153846,NA,0.057692307692307696,0.09615384615384616,0.2403846153846154,0.17307692307692307,0.038461538461538464,-1.4506139484535978,-1.1751705050906727,-1.1682222827266466,-1.2798856624542958,-0.764078045223025,-1.4618341947356102,-1.2475225538741486,0.8640487033266684,1.7232544051279988,-1.3738640244300098,0.8298139268802495,1.468813336954528,-1.5711229825612354
Brandenburg,58,Oberhavel – Havelland II,295.8,287.1,8.699999999999989,2.9,5590.62,15.085799999999999,18806,19.8186,6.7,182563,33982,0.18613848370151673,yes,1,4,0.2611464968152866,0.17197452229299362,0.08917197452229299,0.12738853503184713,0.15286624203821655,0.01910828025477707,0.10191082802547771,0.07643312101910828,0.5536464567530841,1.4627766485289693,-1.0826151599926803,-1.3354870494758717,1.2552681955589273,-1.2609205253487918,-0.9547701943469611,0.45005618247088575,0.23908810517618417,1.349853135946385,1.7099780109115386,1.0720137795649136,-1.6812643462687287
Brandenburg,59,Märkisch-Oderland – Barnim II,269.3,262.1,7.199999999999989,2.7,4712.75,11.0413,18742,18.851000000000003,7,167678,34702,0.20695618984005057,yes,1,4,0.10404624277456648,0.18497109826589594,0.06358381502890173,0.2023121387283237,0.17341040462427745,0.11560693641618497,0.08670520231213873,0.06936416184971098,-0.1461282565272461,0.5751766641347427,-1.162871837555774,-1.3725546408235894,0.6362702402136059,-1.394793461613802,-0.9821222396166546,0.3085637720367599,0.3627686301721686,0.6062809487957241,1.7959175471879865,1.453150717629837,-1.5752481514011483
Brandenburg,60,Brandenburg an der Havel – Potsdam-Mittelmark I – Havelland III – Teltow-Fläming I,220.3,213.2,7.100000000000023,3.2,3326.53,10.1338,18930,15.421000000000001,7,126138,22631,0.17941460939605827,yes,1,4,0.075,NA,0.05,0.05,NA,0.8,NA,0.025,-1.4400513112720077,-1.1609689053403658,-1.168222282726645,-1.2798856624542958,-0.3411721438054307,-1.4248317085319617,-0.9017756066369301,-0.19300605825370445,0.3627686301721686,-1.468827459282103,0.35511734941992446,0.9489110300274788,-1.7180558979124345
Brandenburg,61,Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II,310.5,294.1,16.399999999999977,5.3,6489.45,19.5615,19217,18.63,6,193865,26133,0.13479998968354268,yes,1,4,0.11538461538461539,0.23076923076923078,NA,0.07692307692307693,0.19230769230769232,0.15384615384615385,0.038461538461538464,0.19230769230769232,0.9418233731765123,1.7113046441593527,-0.6706308818354667,-0.8906759533032631,1.8890453290787372,-1.1127748705481224,-0.7791187786306487,0.2762468820967615,-0.049499786481113126,1.914438480869245,0.7731177050312038,0.13209291197920675,-2.003963157035516
Brandenburg,62,Dahme-Spreewald – Teltow-Fläming III – Oberspreewald-Lausitz I,300.9,290.2,10.699999999999989,3.6,5205.57,14.4432,19225,17.452199999999998,5.8,184910,38900,0.2103726137039641,yes,1,4,0.21348314606741572,0.12359550561797752,0.033707865168539325,0.07865168539325842,0.0898876404494382,0.3595505617977528,0.06741573033707865,0.033707865168539325,0.6883200808183544,1.5728390465938522,-0.9756062565752222,-1.205750479758861,0.983764256814334,-1.2821905831665432,-0.775699772971937,0.10401686865183168,-0.13195346981176956,1.4670962614581486,2.296992787866499,1.51569965178996,-1.5588749695944941
Brandenburg,63,Frankfurt (Oder) – Oder-Spree,240.5,226.1,14.400000000000006,6,5916.3,11.543999999999999,18268,19.721,8.2,137987,30475,0.22085413843333068,yes,1,4,0.14102564102564102,NA,0.11538461538461539,0.19230769230769232,0.15384615384615385,0.2692307692307692,0.07692307692307693,0.05128205128205128,-0.9066381336017185,-0.7029673133929447,-0.7776397852529234,-0.7609393835862522,1.484909548033513,-1.378154093320955,-1.1846983248953213,0.4357841079996469,0.8574907301561064,-0.876917022899961,1.291380852965006,1.707598615826538,-1.510252802453947
Brandenburg,64,Cottbus – Spree-Neiße,217.3,209.1,8.200000000000017,3.8,1216.8799999999999,10.647700000000002,18308,19.122400000000003,8.8,130027,34902,0.2684211740638483,yes,1,4,0.14285714285714285,0.047619047619047616,NA,NA,0.14285714285714285,0.5714285714285714,NA,0.09523809523809523,-1.519271090133932,-1.306535302781019,-1.1093673858470434,-1.1686828884111435,-1.8287147600176923,-1.4078216202771494,-1.167603296601763,0.34825066764633184,1.104851780148076,-1.27455455126538,1.819789640598111,2.5784704684886606,-1.3151979870415338
Brandenburg,65,Elbe-Elster – Oberspreewald-Lausitz II,200.9,196.8,4.099999999999994,2,462.07,5.424300000000001,17818,19.2864,9.6,121144,30564,0.2522947896717955,yes,1,4,0.1347517730496454,0.15602836879432624,0.06382978723404255,0.07801418439716312,0.1347517730496454,0.2907801418439716,0.0851063829787234,0.05673758865248227,-1.9523392145791174,-1.7432344951029777,-1.328735637852834,-1.5022912105406,-2.3609414526648975,-1.5807161425386538,-1.3770173931978533,0.37223243212669194,1.434666513470701,-1.718300049314377,1.3020039345325114,2.2832236853732057,-1.3771570748690343
Sachsen-Anhalt,66,Altmark,201.4,194.6,6.800000000000011,3.4,1933.44,5.840599999999999,17755,19.9386,9.9,109864,18419,0.16765273428966723,yes,1,14,0.07407407407407407,0.18518518518518517,0.05555555555555555,0.05555555555555555,NA,0.6296296296296297,NA,NA,-1.9391359181021302,-1.8213432937296703,-1.1842736182392646,-1.2428180711065784,-1.3234586573120024,-1.566936613952395,-1.4039420627602077,0.46760381501749104,1.5583470384666858,-2.281786396043262,-0.1476289377972968,0.7335710192635624,-1.7858604966910148
Sachsen-Anhalt,67,Börde – Jerichower Land,265.2,257.6,7.599999999999966,2.8,2439.8399999999997,7.160399999999999,19054,19.0944,7.2,148085,27947,0.18872269304791167,yes,1,14,0.041666666666666664,NA,NA,NA,0.08333333333333333,0.8333333333333334,0.041666666666666664,NA,-0.2543952876385431,0.41540866694378187,-1.1414700568722835,-1.3540208451497306,-0.9663891998902081,-1.5232512384343926,-0.8487810189268992,0.34415622005212365,0.44522231350282504,-0.37247685186553886,0.9896375922610328,1.1193262755262527,-1.6674765739129376
Sachsen-Anhalt,68,Harz,257.4,248.5,8.899999999999977,3.5,3963.9599999999996,7.207199999999999,17779,19.562399999999997,7.6,141530,23859,0.16857909983749028,yes,1,14,0.04,0.04,NA,NA,0.16,0.76,NA,NA,-0.46036671267954626,0.09232227262428254,-1.0719142696509352,-1.2242842754327197,0.10828833061079036,-1.521702158593324,-1.3936850457840726,0.4125919869838832,0.6101296801641375,-0.6999283592066596,0.5016920029580887,0.7505312033528445,-1.7803502041026398
Sachsen-Anhalt,69,Magdeburg,292.4,276.2,16.19999999999999,5.6,4532.2,18.7136,16976,29.24,10,160769,26053,0.16205238572112782,yes,1,14,0.23529411764705882,0.058823529411764705,NA,0.11764705882352941,NA,0.23529411764705882,0.29411764705882354,0.058823529411764705,0.46386404070956916,1.0757830553330852,-0.6813317721772119,-0.8350745662816871,0.5089620045550255,-1.1408403576686819,-1.7368677387772573,1.8277500597591008,1.5995738801320138,0.26114556142428197,0.763568867667154,0.6310381229249785,-1.8198356273731888
Sachsen-Anhalt,70,Dessau – Wittenberg,211.4,204.4,7,3.3,1331.82,6.7648,18156,19.2374,9.1,121666,24310,0.1998093140236385,yes,1,14,0.21428571428571427,NA,NA,NA,NA,0.5,0.14285714285714285,0.14285714285714285,-1.675069988562383,-1.473404099847133,-1.1735727278975192,-1.261351866780437,-1.7476690186352648,-1.5363455970909479,-1.232564404117285,0.3650671488368282,1.2285323051440602,-1.6922238194391572,0.5555235735979194,1.3223035269129164,-1.6103917971192827
Sachsen-Anhalt,71,Anhalt,268.8,260.7,8.100000000000023,3,1962.24,8.8704,17535,24.7296,9.2,145518,32346,0.222281779573661,yes,1,14,NA,NA,NA,NA,NA,1,NA,NA,-0.15933155300423346,0.5254710650086647,-1.114717831017916,-1.3169532538020132,-1.3031513895913318,-1.4666502442414968,-1.4979647183747788,1.168193044440702,1.269759146809388,-0.5007099593170502,1.5147042868167204,1.7337363069467824,-1.50380942460255
Sachsen-Anhalt,72,Halle,270.4,253.3,17.099999999999966,6.3,5191.679999999999,17.3056,16697,26.499200000000002,9.8,150299,26735,0.17787876166840763,yes,1,14,0.1111111111111111,NA,0.3333333333333333,NA,NA,0.2222222222222222,0.1111111111111111,0.2222222222222222,-0.11708100427787481,0.26274146962797446,-0.6331777656393569,-0.7053379965646761,0.9739702308198853,-1.1874451528871601,-1.856105561124827,1.4269621323946395,1.517120196801358,-0.2618776699809864,0.8449727061956784,0.9207922595752813,-1.7266530749761535
Sachsen-Anhalt,73,Burgenland – Saalekreis,231.8,222.7,9.100000000000023,3.9,1668.96,6.954000000000001,17949,20.398400000000002,8.8,129199,31780,0.24597713604594462,yes,1,14,NA,NA,NA,NA,NA,1,NA,NA,-1.1363754923012983,-0.8236809112705598,-1.061213379309187,-1.1501490927372848,-1.5099470658801626,-1.530083077733465,-1.3210311755364494,0.5348404937252333,1.104851780148076,-1.3159168469295215,1.447146262466068,2.167558148416925,-1.4025166902718975
Sachsen-Anhalt,74,Mansfeld,246.7,239.7,7,2.8,1430.86,6.414199999999999,17920,25.163399999999996,10.2,137927,32982,0.23912649444996267,yes,1,14,0.04878048780487805,0.04878048780487805,NA,0.0975609756097561,NA,0.8048780487804879,NA,NA,-0.7429172572870755,-0.22011292188248563,-1.1735727278975192,-1.3540208451497306,-1.6778345813069582,-1.5479504559003219,-1.3334250710492794,1.2316277360966787,1.6820275634626698,-0.8799142907017105,1.5906175438609162,2.042134504510275,-1.4307626015811856
Berlin,75,Berlin-Mitte,354.3,250,104.30000000000001,29.4,4145.3099999999995,85.3863,18594,33.3042,9.4,149420,12319,0.08244545576228082,yes,1,3,NA,0.5,NA,NA,0.5,NA,NA,NA,2.0984321445606056,0.14557827168793613,4.032410423361826,3.575968804096683,0.23616065703938915,1.06602578591301,-1.0453738443028207,2.4220591280583736,1.352212830140045,-0.30578764327661495,-0.875727786806093,-0.826429925252622,-2.495618346567818
Berlin,76,Berlin-Pankow,314,283,31,9.9,3673.7999999999997,75.674,18594,29.516,9.4,186409,23291,0.12494568395302802,yes,1,3,NA,0.5,NA,NA,0.5,NA,NA,NA,1.034246448515424,1.3172102510883152,0.11053411311197986,-0.03812135230576291,-0.0963073916749677,0.7445486888956632,-1.0453738443028207,1.8681096146162925,1.352212830140045,1.5419780020385208,0.4338952576733352,-0.04832273458100086,-2.079876164490424
Berlin,77,Berlin-Reinickendorf,252.1,216.7,35.400000000000006,14.1,2949.5699999999997,60.756100000000004,18594,23.697400000000002,9.4,134913,18484,0.1370068117972323,yes,1,3,NA,0.5,NA,NA,0.5,NA,NA,NA,-0.6003216553356119,-1.0367049075251742,0.34595370063038833,0.7402980659963023,-0.6069717146382109,0.2507662495563635,-1.0453738443028207,1.0172541584856534,1.352212830140045,-1.0304770432762547,-0.13987050743900634,0.17249608693366203,-1.9877246332423866
Berlin,78,Berlin-Spandau – Charlottenburg Nord,262.4,222.2,40.19999999999999,15.3,3070.0799999999995,63.2384,18594,24.665599999999998,9.4,130658,18469,0.14135376325980806,yes,1,3,NA,0.5,NA,NA,0.5,NA,NA,NA,-0.3283337479096726,-0.8414329109584443,0.6027750688322873,0.9627036140826069,-0.5219984912695292,0.3329303711265537,-1.0453738443028207,1.158834307082512,1.352212830140045,-1.243033284883649,-0.14166091444476567,0.2520814052841907,-1.9564895714982646
Berlin,79,Berlin-Steglitz-Zehlendorf,286.5,258.7,27.80000000000001,9.7,3352.0499999999997,69.04650000000001,18594,26.930999999999997,9.4,178717,15879,0.08884996950485964,yes,1,3,NA,0.5,NA,NA,0.5,NA,NA,NA,0.30806514228111886,0.4544630662571266,-0.06068013235595276,-0.0751889436534805,-0.32317764824183665,0.5251784614024365,-1.0453738443028207,1.490104363508173,1.352212830140045,1.1577282698542493,-0.4508045241058775,-0.7091741266839748,-2.4208060676020238
Berlin,80,Berlin-Charlottenburg-Wilmersdorf,277.7,227.2,50.5,18.2,3249.0899999999997,66.92569999999999,18594,26.1038,9.4,156816,12418,0.07918834812774207,yes,1,3,NA,0.5,NA,NA,0.5,NA,NA,NA,0.075687124286141,-0.663912914079599,1.1538709214321978,1.5001836886245088,-0.3957761303432347,0.4549799886046033,-1.0453738443028207,1.3691426831535751,1.352212830140045,0.06367556775235972,-0.8639111005680814,-0.8860620491050253,-2.535926110584123
Berlin,81,Berlin-Tempelhof-Schöneberg,333.7,279.2,54.5,16.3,3904.2899999999995,80.4217,18594,31.367800000000003,9.4,179097,17122,0.09560182470951495,yes,1,3,NA,0.5,NA,NA,0.5,NA,NA,NA,1.5544563297087257,1.1822950534603924,1.3678887282671144,1.148041570821194,0.06621421030202554,0.9016975427726291,-1.0453738443028207,2.138898830864655,1.352212830140045,1.1767109659319954,-0.30243946356195395,-0.5855590942766973,-2.347563372187322
Berlin,82,Berlin-Neukölln,318.7,246.2,72.5,22.7,3728.7899999999995,76.8067,18594,29.957800000000002,9.4,140810,15666,0.11125630281940203,yes,1,3,NA,0.5,NA,NA,0.5,NA,NA,NA,1.1583574353991049,0.01066307406001329,2.330968859024239,2.33420449394815,-0.05753320237081207,0.7820410550490511,-1.0453738443028207,1.9327141484420445,1.352212830140045,-0.7358955728276523,-0.47622830358766005,-0.2989521158660132,-2.1959187049841735
Berlin,83,Berlin-Friedrichshain-Kreuzberg – Prenzlauer Berg Ost,339.8,273.3,66.5,19.6,3975.66,81.89180000000002,18594,31.941200000000002,9.4,171840,10865,0.0632274208566108,yes,1,3,NA,0.5,NA,NA,0.5,NA,NA,NA,1.7155365467279722,0.9728214571433558,2.009942148771864,1.759656828058531,0.11653815812231307,0.9503578477802181,-1.0453738443028207,2.2227472683831833,1.352212830140045,0.8141914253104067,-1.0492779058976978,-1.1782795925900706,-2.761017197612107
Berlin,84,Berlin-Treptow-Köpenick,251.2,237.1,14.099999999999994,5.6,2939.0399999999995,60.5392,18594,23.612800000000004,9.4,155337,26259,0.16904536588192123,yes,1,3,NA,0.5,NA,NA,0.5,NA,NA,NA,-0.6240875889941893,-0.312423320259485,-0.7936911207655427,-0.8350745662816871,-0.6143965593985813,0.2435868602929487,-1.0453738443028207,1.004883077540297,1.352212830140045,-0.010207083560762715,0.7881571238795823,0.759067744858208,-1.777588162910743
Berlin,85,Berlin-Marzahn-Hellersdorf,256.3,239.4,16.900000000000006,6.6,2998.71,61.76830000000001,18594,24.092200000000002,9.4,136924,29600,0.21617831789898045,yes,1,3,NA,0.5,NA,NA,0.5,NA,NA,NA,-0.48941396492891753,-0.23076412169521576,-0.6438786559811006,-0.6497366095431001,-0.5723224390898161,0.28427006611896566,-1.0453738443028207,1.0749858695639845,1.352212830140045,-0.9300186174542877,1.1869404442957114,1.6219922618150076,-1.531651666044889
Berlin,86,Berlin-Lichtenberg,273.3,241.4,31.900000000000006,11.7,3197.61,65.8653,18594,25.6902,9.4,146900,24585,0.16735874744724302,yes,1,3,NA,0.5,NA,NA,0.5,NA,NA,NA,-0.0405018847113472,-0.1597561229436776,0.15868811964983637,0.2954869698236935,-0.4320753713939334,0.4198807522056875,-1.0453738443028207,1.3086618429762762,1.352212830140045,-0.4316728909500893,0.5883477020368405,0.7281886181379391,-1.787615582315929
Nordrhein-Westfalen,87,Aachen I,245.9,207.3,38.599999999999994,15.7,2606.54,60.491400000000006,19652,20.1638,8.2,139784,8269,0.059155554283752076,no,0,10,0.1,0.1,0.1,0.2,0.2,NA,0.1,0.2,-0.7640425316502548,-1.3704425016574027,0.517167946098321,1.0368387967780415,-0.8488467856875752,0.24200468045527612,-0.5932103459382012,0.5005348720966196,0.8574907301561064,-0.7871488522375668,-1.3591376783611133,-1.2528285725526436,-2.8275847912967076
Nordrhein-Westfalen,88,Aachen II,308,274.4,33.60000000000002,10.9,4589.2,75.768,19652,25.256,8.2,171601,14848,0.08652630229427567,no,0,10,0.15384615384615385,0.15384615384615385,0.11965811965811966,0.1623931623931624,0.11965811965811966,0.008547008547008548,0.15384615384615385,0.1282051282051282,0.8758068907915755,1.0118758564567005,0.2496456875546768,0.14721660443282408,0.5491534719188531,0.7476600885764421,-0.5932103459382012,1.2451686592118099,0.8574907301561064,0.8022523085667717,-0.5738651656350691,-0.7517165374486514,-2.4473068384988648
Nordrhein-Westfalen,89,Heinsberg,252.5,225.4,27.099999999999994,10.8,3939,52.015,18979,15.15,6,140891,12312,0.08738670319608775,no,0,10,0.19607843137254902,0.0392156862745098,0.11764705882352941,0.11764705882352941,0.27450980392156865,0.0196078431372549,0.17647058823529413,0.058823529411764705,-0.5897590181540218,-0.7278201129559827,-0.09813324855206405,0.12868280875896546,0.09068869858620932,-0.03856413075914695,-0.8808341969773211,-0.23263446175478789,-0.049499786481113126,-0.7318492612952906,-0.8765633100754473,-0.735964054295959,-2.4374121452392408
Nordrhein-Westfalen,90,Düren,262.8,237.4,25.400000000000006,9.7,4651.56,50.19480000000001,20228,18.9216,7.2,150136,14432,0.09612617893110247,no,0,10,0.20618556701030927,0.1958762886597938,0.14432989690721648,0.18556701030927836,0.17525773195876287,NA,0.041237113402061855,0.05154639175257732,-0.31777111072808184,-0.3017721204467539,-0.18909081645690298,-0.0751889436534805,0.593124347441806,-0.09881274457780705,-0.3470419385109605,0.3188876291850124,0.44522231350282504,-0.2700202475090723,-0.623519119928128,-0.5759590566381914,-2.3420935866687036
Nordrhein-Westfalen,91,Rhein-Erft-Kreis I,336.1,297.2,38.900000000000034,11.6,5680.09,73.94200000000001,21542,23.8631,7.1,189879,18091,0.09527646553857984,no,0,10,0.14953271028037382,0.1308411214953271,0.08878504672897196,0.09345794392523364,0.09345794392523364,NA,0.3598130841121495,0.08411214953271028,1.617832152798266,1.8213670422242356,0.5332192816109418,0.27695317414983484,1.3183546970508864,0.6872194947774786,0.2145297409324325,1.0414845144270903,0.4039954718374966,1.7153199899063605,-0.1867791709899009,-0.5915158695984516,-2.35097245014603
Nordrhein-Westfalen,92,Euskirchen – Rhein-Erft-Kreis II,321.7,293.4,28.30000000000001,8.8,5758.429999999999,59.5145,21000,19.9454,6.2,186199,18324,0.0984108400152525,no,0,10,0.11904761904761904,0.11904761904761904,0.10317460317460317,0.18253968253968253,0.19047619047619047,0.015873015873015872,0.1349206349206349,0.1349206349206349,1.2375772142610288,1.6864518445963128,-0.03392790650158819,-0.24199310471820853,1.3735932857049606,0.2096692937727963,-0.017107892445283646,0.46859818086179844,0.0329538968495433,1.531487564732398,-0.1589681821671059,-0.5341307819793794,-2.3186043182347693
Nordrhein-Westfalen,93,Köln I,291.4,228.8,62.599999999999966,21.4,2943.14,94.12219999999999,20799,24.768999999999995,8.5,138631,12282,0.08859490301591996,no,0,10,0.24444444444444444,0.15555555555555556,0.15555555555555556,0.08888888888888889,0.1111111111111111,NA,0.08888888888888889,0.15555555555555556,0.4374574477555944,-0.6071065150783677,1.8012747871078185,2.093265150187987,-0.6115055942022355,1.355184046246179,-0.10301040962041454,1.1739545171268364,0.9811712551520912,-0.8447463484945176,-0.880144124086966,-0.7138439620611537,-2.4236809510629236
Nordrhein-Westfalen,94,Köln II,316.9,275.1,41.799999999999955,13.3,3200.6899999999996,102.35869999999998,20799,26.936499999999995,8.5,197078,9964,0.05055866205258831,no,0,10,0.24444444444444444,0.15555555555555556,0.15555555555555556,0.08888888888888889,0.1111111111111111,NA,0.08888888888888889,0.15555555555555556,1.1108255680819499,1.0367286560197404,0.688382191566252,0.5920277006054329,-0.42990362192936205,1.6278121682752942,-0.10301040962041454,1.4909086299998922,0.9811712551520912,2.074942171652925,-1.1568216867103085,-1.4102231077649006,-2.984620992061153
Nordrhein-Westfalen,95,Köln III,304.5,245.3,59.19999999999999,19.4,3075.45,98.35349999999998,20799,25.8825,8.5,149523,11731,0.0784561572467112,no,0,10,0.24444444444444444,0.15555555555555556,0.15555555555555556,0.08888888888888889,0.1111111111111111,NA,0.08888888888888889,0.15555555555555556,0.783383815452664,-0.021290525378178063,1.6193596512981407,1.722589236710813,-0.5182120319757789,1.4952400618768222,-0.10301040962041454,1.336781924132211,0.9811712551520912,-0.30064233355027853,-0.945911741431859,-0.8994672239412005,-2.5452153166278983
Nordrhein-Westfalen,96,Bonn,318.8,272.2,46.60000000000002,14.6,4240.04,98.82800000000002,23005,21.3596,6.7,179207,13130,0.07326722728464848,no,0,10,0.08333333333333333,0.08333333333333333,0.2222222222222222,0.2222222222222222,0.05555555555555555,NA,0.19444444444444445,0.1388888888888889,1.1609980946945029,0.933767057830009,0.9452035597681555,0.8329670443655958,0.3029560553442209,1.510946010265437,0.8397804007693305,0.6753970304235404,0.23908810517618417,1.1822059569018692,-0.7789264480280382,-0.99446774246198,-2.6136418739632057
Nordrhein-Westfalen,97,Rhein-Sieg-Kreis I,312.8,282.4,30.400000000000034,9.7,5348.880000000001,69.12880000000001,22669,16.265600000000003,5.2,182749,18238,0.09979808371044438,no,0,10,0.1638418079096045,0.15819209039548024,0.13559322033898305,0.11299435028248588,0.15254237288135594,0.005649717514124294,0.0903954802259887,0.1807909604519774,1.0025585369706544,1.295907851462853,0.0784314420867442,-0.0751889436534805,1.0848140671285478,0.5279025911229485,0.69618216310344,-0.069499971179848255,-0.3793145198037384,1.359144666131808,-0.16923318233345944,-0.5087326996538429,-2.3046062971472185
Nordrhein-Westfalen,98,Rhein-Sieg-Kreis II,283.4,258,25.399999999999977,8.9,5781.359999999999,62.631400000000006,22669,14.736799999999999,5.2,173161,15225,0.08792395516311409,no,0,10,0.17061611374407584,0.15639810426540285,0.0947867298578199,0.18009478672985782,0.16587677725118483,NA,0.09004739336492891,0.14218009478672985,0.22620470412379665,0.4296102666940887,-0.1890908164569045,-0.2234593090443499,1.3897615374006191,0.31283867318790615,0.69618216310344,-0.29305680982359855,-0.3793145198037384,0.8801812714122558,-0.5288662695569845,-0.7261278807848559,-2.431282983966919
Nordrhein-Westfalen,99,Oberbergischer Kreis,273.5,249.6,23.900000000000006,8.7,3664.9,73.5715,22192,15.0425,5.5,155033,16409,0.1058419820296324,no,0,10,0.20618556701030927,0.17525773195876287,0.08247422680412371,0.12371134020618557,0.13402061855670103,NA,0.07216494845360824,0.20618556701030927,-0.03522056612055255,0.1313766719376283,-0.2693474940199967,-0.2605269003920675,-0.10258290149142472,0.6749559460356842,0.49232395070275625,-0.24835421591112167,-0.255633994807754,-0.02539324042295962,-0.38754347656904764,-0.3980791586718636,-2.2458080326913645
Nordrhein-Westfalen,100,Rheinisch-Bergischer Kreis,282.7,258.4,24.30000000000001,8.6,4014.3399999999997,53.99570000000001,24567,17.8101,6.3,172947,13814,0.07987418110750692,no,0,10,0.17567567567567569,0.16891891891891891,0.12162162162162163,0.08108108108108109,0.13513513513513514,NA,0.13513513513513514,0.18243243243243243,0.20772008905601463,0.44381186644439546,-0.24794571333650472,-0.27906069606592615,0.14381194685271387,0.026997032514460843,1.5073412556327854,0.1563526827220817,0.07418073851487132,0.869491016252683,-0.6972838885654126,-0.8735056089193476,-2.5273026185121794
