state,area_nr,area_name,total_n,germans_n,foreigner_n,for_prop,pop_move_n,pop_migr_background_n,income,unemp_n,unemp_prop,votes_total,afd_votes,afd_prop,east,east_num,state_id,enjoyer,harmony_seeker,hedonist,self_determined,appreciater,type_unknown,conformist,responsibility_denier,total_n_z,germans_n_z,foreigner_n_z,for_prop_z,pop_move_n_z,pop_migr_background_n_z,income_z,unemp_n_z,unemp_prop_z,votes_total_z,afd_votes_z,afd_prop_z,afd_prop_log
Niedersachsen,37,Lüchow-Dannenberg – Lüneburg,230.8,216.5,14.300000000000011,6.2,4731.4000000000005,27.9268,19347,14.5404,6.3,140138,12495,0.08916211163281908,no,0,9,0.12056737588652482,0.06382978723404255,0.0851063829787234,0.09219858156028368,0.1276595744680851,0.3120567375886525,0.1276595744680851,0.07092198581560284,-1.162782085255273,-1.0438057074003275,-0.782990230423796,-0.7238717922385348,0.6494206062896656,-0.8358834689564077,-0.7235599366765839,-0.32177643509154213,0.07418073851487132,-0.7694649722072454,-0.8547203446051834,-0.7034593330318868,-2.4172990871107913
Niedersachsen,38,Osnabrück-Land,265.6,241.8,23.80000000000001,9,7171.200000000001,51.5264,21041,9.5616,3.6,150192,10939,0.0728334398636412,no,0,9,0.18309859154929578,0.14084507042253522,0.014084507042253521,0.09859154929577464,0.11267605633802817,0.28169014084507044,0.11267605633802817,0.056338028169014086,-0.2438326504569523,-0.14555452319336978,-0.27469793919086927,-0.20492551337049125,2.3697564321539915,-0.05473678909987727,4.145115556136982e-4,-1.04982770945019,-1.0389439864489893,-0.26722279756077283,-1.0404452313359518,-1.002409655385218,-2.6195800904569824
Niedersachsen,39,Stadt Osnabrück,254.9,232.4,22.5,8.8,5735.25,57.607400000000005,20468,15.8038,6.2,151006,9489,0.06283856270611764,no,0,9,0.21739130434782608,0.2608695652173913,0.043478260869565216,0.08695652173913043,0.17391304347826086,0.043478260869565216,0.13043478260869565,0.043478260869565216,-0.5263831950644823,-0.47929211732559923,-0.34425372641221774,-0.24199310471820853,1.357248755643671,0.14654429024924576,-0.24447176874961019,-0.13702911043003407,0.0329538968495433,-0.22655986438370612,-1.2135179085593542,-1.1853989266720433,-2.7671863381332225
Niedersachsen,40,Nienburg II – Schaumburg,246.1,230.3,15.799999999999983,6.4,2756.3199999999997,37.6533,20359,14.5199,5.9,145646,14943,0.10259808027683562,no,0,9,0.16176470588235295,0.18382352941176472,0.058823529411764705,0.07352941176470588,0.058823529411764705,0.3014705882352941,0.0661764705882353,0.09558823529411764,-0.7587612130594602,-0.553850516014714,-0.7027335528607038,-0.6868042008908174,-0.7432348912708369,-0.5139363519872835,-0.2910557208495568,-0.32477415565158724,-0.09072662814644115,-0.49431578800665155,-0.56252592126526,-0.4574695051978847,-2.276936057172606
Niedersachsen,41,Stadt Hannover I,257.3,217,40.30000000000001,15.7,3910.96,62.0093,20136,18.5256,7.2,133867,12227,0.09133692396184273,no,0,9,0.15384615384615385,0.07692307692307693,0.15384615384615385,0.3076923076923077,0.15384615384615385,NA,0.07692307692307693,0.07692307692307693,-0.4630073719749428,-1.026053707712443,0.6081255140031614,1.0368387967780415,0.07091731709705626,0.2922471653005373,-0.38636050358614477,0.26098044178121527,0.44522231350282504,-1.082729411953419,-0.8867089497747502,-0.663642203016029,-2.3932001485840972
Niedersachsen,42,Stadt Hannover II,274.9,230.9,43.99999999999997,16,4178.48,66.2509,20136,19.7928,7.2,148090,11245,0.07593355391991356,no,0,9,0.15384615384615385,0.07692307692307693,0.15384615384615385,0.3076923076923077,0.15384615384615385,NA,0.07692307692307693,0.07692307692307693,0.0017486640150114654,-0.5325481163892528,0.806091985325457,1.0924401837996176,0.2595492705912868,0.43264411089620236,-0.38636050358614477,0.44628344147336557,0.44522231350282504,-0.3722270795487264,-1.0039209284184614,-0.9456518180328797,-2.577896611638133
Niedersachsen,43,Hannover-Land I,303,276.1,26.899999999999977,8.9,5090.4000000000005,73.023,20136,21.816,7.2,180357,18364,0.10182027866952766,no,0,9,0.14516129032258066,0.14516129032258066,0.06451612903225806,0.22580645161290322,0.1935483870967742,NA,0.08064516129032258,0.14516129032258066,0.7437739260217019,1.0722326553955095,-0.1088341388938108,-0.2234593090443499,0.9025563393355271,0.6568005978983721,-0.38636050358614477,0.7421365262091284,0.44522231350282504,1.2396535897687324,-0.15419376348508101,-0.47170973517608594,-2.2845459936277046
Niedersachsen,44,Celle – Uelzen,271.1,255.3,15.800000000000011,5.8,3768.2900000000004,36.327400000000004,19546,18.977000000000004,7,160978,17549,0.10901489644547702,no,0,9,0.031746031746031744,0.09523809523809523,NA,0.07936507936507936,0.07936507936507936,0.5714285714285714,0.06349206349206349,0.07936507936507936,-0.0985963892100913,0.3337494683795126,-0.7027335528607024,-0.7980069749339697,-0.029681220601141426,-0.5578236374845704,-0.638512170916131,0.32698878621069544,0.3627686301721686,0.27158604426704236,-0.25147254413133824,-0.3399884700460588,-2.2162707414533505
Niedersachsen,45,Gifhorn – Peine,280.1,263.7,16.400000000000034,5.9,3053.09,48.457300000000004,20407,14.565200000000003,5.2,167610,18288,0.10911043493824951,no,0,9,0.05333333333333334,0.08,0.013333333333333334,0.09333333333333334,0.05333333333333334,0.3466666666666667,0.09333333333333334,0.26666666666666666,0.13906294737568126,0.631983063135972,-0.6706308818354636,-0.7794731792601108,-0.5339783689977995,-0.15632398867731404,-0.2705416868972867,-0.31814992436524336,-0.3793145198037384,0.6028840452870748,-0.1632651589809283,-0.3382393220678747,-2.215394745086712
Niedersachsen,46,Hameln-Pyrmont – Holzminden,237.5,220.2,17.30000000000001,7.3,2517.5,37.525,20459,16.3875,6.9,138650,14052,0.10134871979805266,no,0,9,0.08333333333333333,0.041666666666666664,0.027777777777777776,0.08333333333333333,0.1111111111111111,0.5972222222222222,0.027777777777777776,0.027777777777777776,-0.9858579124636427,-0.9124409097099824,-0.6224768752976086,-0.5200000398260892,-0.9116300883906491,-0.518183081551581,-0.24831815011566083,-0.05167450111792235,0.32154178850684056,-0.8437972136906303,-0.6688760974073645,-0.48034317937955906,-2.2891880376582066
Niedersachsen,47,Hannover-Land II,309.3,283.5,25.80000000000001,8.3,4794.1500000000005,74.5413,20136,22.2696,7.2,187010,19387,0.10366825303459708,no,0,9,0.1773049645390071,0.16312056737588654,0.1276595744680851,0.1276595744680851,0.2127659574468085,NA,0.09929078014184398,0.09219858156028368,0.910135461631743,1.3349622507761998,-0.16768903577341102,-0.334662083087502,0.6936664760630021,0.7070563227422754,-0.38636050358614477,0.8084665772352961,0.44522231350282504,1.5720006345193773,-0.03208800569229438,-0.43787645467736164,-2.2665593530035584
Niedersachsen,48,Hildesheim,277.1,258.1,19,6.8,3879.4000000000005,42.396300000000004,19957,18.565700000000003,6.7,168295,15695,0.09325886092872634,no,0,9,0.2857142857142857,0.061224489795918366,0.04081632653061224,0.1836734693877551,0.16326530612244897,0.14285714285714285,0.08163265306122448,0.04081632653061224,0.05984316851375707,0.43316066663166636,-0.5315193073927698,-0.6126690181953827,0.04866393621982155,-0.3569430680943563,-0.46286075519981856,0.2668442756572062,0.23908810517618417,0.6371028526903804,-0.472766850043192,-0.6284547925570112,-2.3723762016082883
